Hotel_ID,Hotel_Name,Location,Brand,Rating,Number_of_Rooms,Amenities,Price_Per_Night,Customer_Satisfaction_Score,Year_Built,Last_Renovated,Distance_to_Airport,Pet_Friendly,Business_Center_Available,WiFi_Included,Restaurant_Available
209,Hotel 209,Las Vegas,Luxury,1.0,110,"Restaurant, Pool",401.7,5,1993,2005,28.43,False,True,True,True
210,Hotel 210,San Diego,Select,1.6,172,"Restaurant, Pool",347.8,8,1990,2005,43.04,True,True,False,False
211,Hotel 211,Houston,JW Marriott,3.2,283,"Restaurant, Pool",218.94,6,2011,2002,33.68,True,False,True,False
212,Hotel 212,Columbus,Marriott Vacation Club,3.8,212,"Spa, Free Breakfast",272.13,6,1990,2022,22.33,False,False,False,True
213,Hotel 213,Kansas City,SpringHill Suites,3.6,227,"Pool, Gym, Free WiFi",168.27,1,1997,1992,47.7,False,False,False,False
214,Hotel 214,Denver,Westin,1.9,131,"Restaurant, Pool",129.85,4,2006,2007,36.24,True,False,False,True
215,Hotel 215,Portland,SpringHill Suites,3.8,111,"Spa, Free Breakfast",413.08,5,1997,1988,46.58,False,True,True,True
216,Hotel 216,San Francisco,Design Hotels,1.9,194,"Gym, Free Parking",206.15,3,2002,1999,26.85,True,True,False,True
217,Hotel 217,New York,Luxury,2.3,265,"Spa, Free Breakfast",171.11,9,1990,1998,13.69,False,False,False,False
218,Hotel 218,San Antonio,Residence Inn,4.0,52,"Business Center, Free WiFi",376.65,1,2000,2018,3.59,False,True,False,False
219,Hotel 219,Denver,Fairfield by Marriott,3.6,209,"Gym, Free Parking",347.22,6,1984,1991,36.58,True,False,True,False
220,Hotel 220,Seattle,Premium,4.4,276,"Restaurant, Pool",353.28,6,2002,1994,6.94,True,False,False,False
221,Hotel 221,Detroit,Sheraton,3.6,279,"Restaurant, Pool",191.56,10,2020,2010,15.84,True,False,False,False
222,Hotel 222,El Paso,Sheraton,3.3,62,"Gym, Free Parking",193.06,5,2004,1993,27.09,False,False,False,True
223,Hotel 223,Austin,Autograph Collection Hotels,1.4,169,"Restaurant, Pool",188.32,5,2020,1990,28.66,True,True,False,True
224,Hotel 224,Houston,Marriott Vacation Club,2.5,174,"Restaurant, Pool",169.5,10,1989,2005,30.43,True,False,True,False
225,Hotel 225,Long Beach,Marriott Executive Apartments,2.1,288,"Spa, Free Breakfast",362.29,5,2001,2021,9.15,False,True,True,False
226,Hotel 226,Houston,W Hotels,2.0,138,"Gym, Free Parking",439.21,6,1998,2006,19.61,False,False,False,False
227,Hotel 227,Portland,Sheraton,4.9,122,"Gym, Free Parking",389.73,8,1980,1990,31.24,True,False,False,True
228,Hotel 228,Memphis,Element by Westin,2.6,117,"Gym, Free Parking",416.84,2,1986,2017,48.52,True,False,False,False
229,Hotel 229,Columbus,Element by Westin,4.6,191,"Business Center, Free WiFi",261.92,6,1983,2013,36.65,True,False,False,True
230,Hotel 230,Portland,Design Hotels,3.5,150,"Gym, Free Parking",361.63,1,1980,2022,46.21,True,True,True,True
231,Hotel 231,Tucson,Delta Hotels,4.2,147,"Pool, Gym, Free WiFi",241.69,4,1994,1998,38.35,False,False,True,False
232,Hotel 232,Charlotte,Delta Hotels,3.0,60,"Spa, Free Breakfast",310.2,10,2019,1985,29.99,False,True,True,True
233,Hotel 233,Kansas City,Delta Hotels,3.3,154,"Restaurant, Pool",292.65,3,1991,2017,10.41,True,False,True,True
234,Hotel 234,Detroit,Delta Hotels,3.0,233,"Restaurant, Pool",170.75,9,2001,2021,33.67,True,False,False,False
235,Hotel 235,Long Beach,Courtyard by Marriott,1.8,116,"Restaurant, Pool",254.83,3,2001,2007,31.55,True,False,False,True
236,Hotel 236,Denver,Westin,3.9,172,"Business Center, Free WiFi",485.53,6,1996,1980,30.52,False,True,True,False
237,Hotel 237,Dallas,Select,2.1,269,"Spa, Free Breakfast",199.43,1,2008,2014,25.0,True,False,True,True
238,Hotel 238,Charlotte,Element by Westin,1.1,78,"Business Center, Free WiFi",153.52,6,1993,2019,26.9,True,False,False,False
239,Hotel 239,Philadelphia,SpringHill Suites,3.6,186,"Spa, Free Breakfast",267.43,4,1999,1987,17.39,False,False,False,False
240,Hotel 240,Charlotte,Delta Hotels,1.7,244,"Restaurant, Pool",416.14,8,2012,1986,26.45,False,False,False,True
241,Hotel 241,San Jose,Residence Inn,4.8,202,"Restaurant, Pool",332.86,9,2022,1990,10.68,True,False,False,False
242,Hotel 242,Denver,Marriott Hotels,4.8,275,"Restaurant, Pool",372.39,4,1994,2018,40.45,True,True,False,True
243,Hotel 243,San Antonio,Select,4.7,125,"Restaurant, Pool",175.88,10,1991,1983,10.1,False,True,True,True
244,Hotel 244,Fresno,Fairfield by Marriott,2.5,219,"Gym, Free Parking",347.58,10,2019,2004,5.16,True,False,True,False
245,Hotel 245,Las Vegas,Marriott Hotels,1.1,58,"Gym, Free Parking",229.4,6,1999,1991,22.38,True,False,False,True
246,Hotel 246,Dallas,Le Méridien,4.7,256,"Business Center, Free WiFi",433.72,1,2009,2005,33.26,False,True,False,False
247,Hotel 247,Indianapolis,Marriott Hotels,2.7,89,"Spa, Free Breakfast",351.72,4,2017,2017,22.45,False,False,True,True
248,Hotel 248,Atlanta,Le Méridien,4.9,74,"Gym, Free Parking",179.54,7,1982,1991,14.56,False,True,False,True
249,Hotel 249,Los Angeles,Longer Stays,4.9,54,"Gym, Free Parking",125.85,1,2007,2022,28.35,True,False,True,False
250,Hotel 250,Jacksonville,Select,4.4,188,"Pool, Gym, Free WiFi",117.05,8,2005,2016,18.0,False,False,True,True
251,Hotel 251,Baltimore,TownePlace Suites,2.2,236,"Restaurant, Pool",248.56,10,2009,2003,46.71,False,True,True,True
252,Hotel 252,San Jose,Gaylord Hotels,2.5,275,"Spa, Free Breakfast",206.34,6,1992,1995,46.21,True,False,True,True
253,Hotel 253,Denver,Residence Inn,4.4,265,"Gym, Free Parking",358.44,5,1992,1992,25.62,True,True,False,True
254,Hotel 254,Austin,Premium,2.3,173,"Gym, Free Parking",299.73,10,1981,2004,17.07,False,True,False,True
255,Hotel 255,Portland,Gaylord Hotels,1.7,256,"Restaurant, Pool",206.41,9,2016,1983,37.12,False,True,True,True
256,Hotel 256,Milwaukee,AC Hotels,3.2,87,"Business Center, Free WiFi",159.7,2,2017,1990,2.8,True,False,False,True
257,Hotel 257,Phoenix,Marriott Hotels,4.7,121,"Restaurant, Pool",150.88,5,1981,2011,24.26,True,True,False,True
258,Hotel 258,Portland,Fairfield by Marriott,3.8,182,"Pool, Gym, Free WiFi",445.86,6,2015,1986,17.48,False,True,False,False
259,Hotel 259,Sacramento,SpringHill Suites,3.3,225,"Business Center, Free WiFi",197.39,7,2005,1990,46.11,False,False,False,True
260,Hotel 260,Baltimore,Autograph Collection Hotels,1.4,139,"Gym, Free Parking",360.68,5,1990,2007,1.59,True,False,True,True
261,Hotel 261,Atlanta,Marriott Executive Apartments,3.5,195,"Spa, Free Breakfast",424.27,9,1987,2020,28.09,False,False,False,False
262,Hotel 262,San Diego,TownePlace Suites,5.0,247,"Pool, Gym, Free WiFi",345.63,1,2019,2002,37.29,True,False,True,False
263,Hotel 263,El Paso,Select,1.6,86,"Restaurant, Pool",443.83,7,2022,2002,24.77,False,False,True,False
264,Hotel 264,Fresno,Tribute Portfolio,3.1,109,"Spa, Free Breakfast",256.96,10,2001,2007,5.18,True,False,False,True
265,Hotel 265,San Jose,Autograph Collection Hotels,4.5,225,"Business Center, Free WiFi",482.49,7,1999,2022,48.65,True,True,True,False
266,Hotel 266,Indianapolis,The Ritz-Carlton,4.0,254,"Business Center, Free WiFi",153.26,4,1987,2005,26.38,False,False,False,False
267,Hotel 267,San Diego,Marriott Hotels,3.8,77,"Restaurant, Pool",140.86,9,2008,2004,31.1,False,True,False,True
268,Hotel 268,San Jose,Boutique,3.8,246,"Gym, Free Parking",363.48,5,2019,2008,12.59,True,False,True,True
269,Hotel 269,Atlanta,Courtyard by Marriott,2.4,254,"Spa, Free Breakfast",477.13,4,2005,1998,24.69,False,True,False,False
270,Hotel 270,Albuquerque,Residence Inn,2.2,130,"Spa, Free Breakfast",423.55,7,2009,2012,22.03,False,True,True,False
271,Hotel 271,Baltimore,St. Regis,4.2,163,"Restaurant, Pool",130.57,4,1996,2015,4.67,False,False,True,True
272,Hotel 272,Columbus,Element by Westin,4.2,89,"Gym, Free Parking",211.75,3,1999,1993,6.2,True,False,False,True
273,Hotel 273,Charlotte,Longer Stays,4.5,94,"Business Center, Free WiFi",472.13,9,1995,1993,42.04,False,True,False,True
274,Hotel 274,New York,Le Méridien,4.7,273,"Restaurant, Pool",201.22,8,2022,2014,12.75,False,False,False,True
275,Hotel 275,Austin,Boutique,3.0,111,"Gym, Free Parking",412.47,1,1986,2009,10.55,True,False,True,True
276,Hotel 276,Los Angeles,Marriott Hotels,3.0,142,"Gym, Free Parking",430.05,7,1995,2007,25.74,False,True,False,False
277,Hotel 277,Charlotte,Residence Inn,4.2,164,"Spa, Free Breakfast",298.18,9,2006,1996,38.67,False,True,True,True
278,Hotel 278,San Diego,Design Hotels,3.6,235,"Pool, Gym, Free WiFi",254.54,8,2002,1982,4.04,True,True,True,True
279,Hotel 279,Kansas City,TownePlace Suites,3.8,116,"Gym, Free Parking",280.05,8,2003,1995,29.26,True,False,False,True
280,Hotel 280,Oklahoma City,W Hotels,4.2,105,"Gym, Free Parking",190.79,6,1988,2009,6.84,False,False,False,True
281,Hotel 281,Boston,St. Regis,4.6,89,"Pool, Gym, Free WiFi",455.76,4,2014,2008,2.79,False,False,False,True
282,Hotel 282,Charlotte,Autograph Collection Hotels,2.4,147,"Business Center, Free WiFi",280.25,8,1999,1994,3.58,True,False,True,False
283,Hotel 283,Houston,Gaylord Hotels,2.5,89,"Gym, Free Parking",452.98,3,2016,2004,41.87,True,True,False,True
284,Hotel 284,Baltimore,Le Méridien,1.4,140,"Gym, Free Parking",142.28,9,2021,2017,6.78,False,False,True,False
285,Hotel 285,Los Angeles,SpringHill Suites,3.3,254,"Business Center, Free WiFi",495.31,2,1996,2021,3.21,False,True,False,True
286,Hotel 286,Detroit,AC Hotels,1.1,286,"Spa, Free Breakfast",277.31,2,2010,2017,22.46,False,False,False,False
287,Hotel 287,Milwaukee,Design Hotels,2.9,82,"Gym, Free Parking",119.13,7,1987,2002,42.36,True,False,True,False
288,Hotel 288,Fresno,Autograph Collection Hotels,3.2,55,"Spa, Free Breakfast",115.21,10,1994,2004,13.86,False,True,True,True
289,Hotel 289,Indianapolis,Marriott Vacation Club,2.1,265,"Business Center, Free WiFi",398.48,4,2010,2021,21.66,True,False,False,True
290,Hotel 290,Indianapolis,Marriott Vacation Club,3.4,196,"Spa, Free Breakfast",363.61,10,2009,1986,2.96,True,False,False,True
291,Hotel 291,Atlanta,JW Marriott,1.1,129,"Business Center, Free WiFi",420.85,8,1999,2001,23.0,True,True,False,True
292,Hotel 292,Boston,AC Hotels,1.1,217,"Restaurant, Pool",142.15,9,2018,1996,29.3,False,False,False,True
293,Hotel 293,Washington D.C.,Tribute Portfolio,4.3,141,"Spa, Free Breakfast",114.23,7,1991,1997,28.97,False,True,False,False
294,Hotel 294,Louisville,Courtyard by Marriott,2.4,146,"Gym, Free Parking",303.43,5,1996,2020,17.29,False,True,True,True
295,Hotel 295,San Francisco,Westin,1.5,108,"Business Center, Free WiFi",255.04,8,2021,1989,16.46,True,True,True,True
296,Hotel 296,Virginia Beach,Autograph Collection Hotels,3.1,108,"Pool, Gym, Free WiFi",284.78,4,2009,1989,6.22,False,True,True,False
297,Hotel 297,Seattle,Westin,4.1,97,"Pool, Gym, Free WiFi",496.64,2,2008,1986,18.97,True,False,True,True
298,Hotel 298,Seattle,Tribute Portfolio,1.9,218,"Gym, Free Parking",488.3,6,1998,2017,5.88,True,False,False,False
299,Hotel 299,El Paso,Marriott Vacation Club,3.5,62,"Restaurant, Pool",476.93,9,1990,2006,38.56,True,False,True,True
300,Hotel 300,Portland,Sheraton,1.3,156,"Spa, Free Breakfast",413.54,1,2013,2012,48.35,True,True,True,False
301,Hotel 301,Fort Worth,Marriott Hotels,1.2,94,"Spa, Free Breakfast",241.94,10,1986,1980,48.53,True,False,True,True
302,Hotel 302,Baltimore,Element by Westin,3.1,138,"Business Center, Free WiFi",264.85,7,2013,2013,43.39,True,False,False,False
303,Hotel 303,Sacramento,Le Méridien,3.2,230,"Business Center, Free WiFi",319.85,10,1999,1983,30.44,False,False,True,False
304,Hotel 304,Portland,Element by Westin,3.5,219,"Spa, Free Breakfast",432.21,9,2017,1996,35.34,True,False,False,True
305,Hotel 305,San Diego,Gaylord Hotels,3.9,149,"Pool, Gym, Free WiFi",127.49,10,2003,1983,14.98,False,True,True,True
306,Hotel 306,Detroit,Fairfield by Marriott,4.9,240,"Restaurant, Pool",269.72,9,1989,2022,31.91,True,True,False,True
307,Hotel 307,San Francisco,Longer Stays,3.1,204,"Gym, Free Parking",133.05,10,2011,2005,23.33,False,False,True,False
308,Hotel 308,Long Beach,Fairfield by Marriott,2.3,215,"Spa, Free Breakfast",305.86,3,1994,1983,24.62,False,True,False,False
309,Hotel 309,Dallas,Sheraton,4.2,237,"Gym, Free Parking",459.56,5,2016,1980,38.13,False,False,True,False
310,Hotel 310,San Francisco,Marriott Executive Apartments,2.1,56,"Pool, Gym, Free WiFi",412.99,8,1999,1986,14.81,False,False,False,True
311,Hotel 311,Washington D.C.,JW Marriott,2.8,182,"Restaurant, Pool",191.14,8,1982,2009,16.58,True,False,False,True
312,Hotel 312,Memphis,Tribute Portfolio,1.3,284,"Restaurant, Pool",490.4,4,2016,1988,46.31,True,True,True,False
313,Hotel 313,Indianapolis,Design Hotels,1.1,94,"Business Center, Free WiFi",366.94,1,2019,2014,3.75,True,False,False,True
314,Hotel 314,Sacramento,AC Hotels,4.9,107,"Spa, Free Breakfast",104.17,1,1987,1987,24.8,True,True,False,False
315,Hotel 315,Fort Worth,Courtyard by Marriott,4.3,298,"Gym, Free Parking",202.17,4,2019,2003,45.73,False,True,True,True
316,Hotel 316,Fresno,Delta Hotels,3.8,292,"Pool, Gym, Free WiFi",204.29,6,2002,1998,30.91,False,False,True,True
317,Hotel 317,Milwaukee,SpringHill Suites,2.6,80,"Restaurant, Pool",127.7,8,2019,2015,27.77,False,True,False,False
318,Hotel 318,San Francisco,Marriott Hotels,1.7,72,"Restaurant, Pool",483.93,6,1990,2022,13.24,True,True,True,True
319,Hotel 319,Nashville,W Hotels,1.6,219,"Spa, Free Breakfast",291.3,9,1987,2006,17.82,False,False,True,True
320,Hotel 320,Louisville,Courtyard by Marriott,2.0,187,"Business Center, Free WiFi",458.33,9,2008,2011,42.75,True,True,True,True
321,Hotel 321,Denver,The Luxury Collection,3.2,209,"Pool, Gym, Free WiFi",228.89,2,2009,1993,28.4,False,True,False,True
322,Hotel 322,Boston,Sheraton,3.9,156,"Restaurant, Pool",150.09,10,1989,1997,26.22,False,False,False,True
323,Hotel 323,Dallas,Gaylord Hotels,3.6,230,"Restaurant, Pool",289.73,1,2018,2007,5.88,False,False,False,False
324,Hotel 324,Jacksonville,Element by Westin,2.1,207,"Restaurant, Pool",145.58,2,2007,2008,1.79,False,True,False,True
325,Hotel 325,Albuquerque,Marriott Vacation Club,4.8,88,"Spa, Free Breakfast",294.41,5,2015,1995,48.22,False,False,False,False
326,Hotel 326,Fort Worth,Marriott Hotels,4.0,208,"Gym, Free Parking",468.12,4,1992,2014,19.47,True,False,False,True
327,Hotel 327,Albuquerque,Design Hotels,3.2,131,"Restaurant, Pool",308.31,4,2011,2010,30.56,False,True,False,True
328,Hotel 328,Denver,SpringHill Suites,3.4,149,"Gym, Free Parking",346.6,9,2015,1983,4.91,True,True,True,False
329,Hotel 329,Indianapolis,W Hotels,2.7,51,"Business Center, Free WiFi",162.66,8,2016,2016,34.47,True,False,False,False
330,Hotel 330,Dallas,The Luxury Collection,2.0,255,"Business Center, Free WiFi",117.49,6,2005,1996,46.7,True,True,False,True
331,Hotel 331,El Paso,Marriott Hotels,2.4,126,"Spa, Free Breakfast",144.32,1,2001,2018,29.21,True,False,True,True
332,Hotel 332,Mesa,Tribute Portfolio,4.0,270,"Restaurant, Pool",339.41,2,1983,2005,7.18,True,False,True,False
333,Hotel 333,Austin,Marriott Executive Apartments,1.1,61,"Spa, Free Breakfast",138.0,6,2010,2018,29.5,True,True,True,False
334,Hotel 334,Milwaukee,The Luxury Collection,1.5,88,"Gym, Free Parking",250.4,2,1997,2020,38.55,True,True,False,False
335,Hotel 335,Dallas,AC Hotels,1.2,243,"Business Center, Free WiFi",320.04,10,2017,1983,20.91,True,False,True,False
336,Hotel 336,Tucson,Sheraton,1.2,273,"Restaurant, Pool",255.46,5,2003,2009,44.11,False,False,False,True
337,Hotel 337,Jacksonville,Fairfield by Marriott,4.4,62,"Pool, Gym, Free WiFi",165.47,5,2002,2009,32.79,False,False,False,True
338,Hotel 338,Louisville,Moxy Hotels,3.8,95,"Gym, Free Parking",209.52,6,2001,2001,45.06,True,False,False,True
339,Hotel 339,Long Beach,AC Hotels,2.9,204,"Spa, Free Breakfast",471.33,6,1981,1990,31.55,True,True,True,True
340,Hotel 340,San Jose,Sheraton,1.4,162,"Business Center, Free WiFi",370.39,6,2010,1981,7.43,True,False,True,True
341,Hotel 341,Louisville,Residence Inn,3.0,282,"Business Center, Free WiFi",298.42,2,1990,1991,16.17,False,True,False,False
342,Hotel 342,Washington D.C.,TownePlace Suites,2.9,66,"Pool, Gym, Free WiFi",105.09,10,2007,2009,10.89,False,True,False,False
343,Hotel 343,Sacramento,SpringHill Suites,1.7,153,"Gym, Free Parking",496.97,3,2011,2015,45.53,True,False,False,False
344,Hotel 344,Chicago,Westin,2.7,272,"Spa, Free Breakfast",368.58,6,1984,1997,38.26,True,True,True,True
345,Hotel 345,Baltimore,St. Regis,2.6,147,"Pool, Gym, Free WiFi",226.77,8,2017,2005,34.14,False,True,False,False
346,Hotel 346,New York,Select,3.5,237,"Gym, Free Parking",451.71,1,1989,1986,15.75,False,False,True,True
347,Hotel 347,Portland,AC Hotels,3.5,241,"Pool, Gym, Free WiFi",203.37,1,2019,1980,10.02,True,True,False,True
348,Hotel 348,Jacksonville,The Luxury Collection,1.2,137,"Gym, Free Parking",317.61,2,2003,2005,38.07,True,True,True,True
349,Hotel 349,Boston,Sheraton,2.5,158,"Business Center, Free WiFi",354.43,6,2014,2002,24.23,True,False,False,False
350,Hotel 350,San Jose,Luxury,3.5,212,"Restaurant, Pool",188.43,9,2002,2005,12.06,True,False,True,True
351,Hotel 351,Indianapolis,Autograph Collection Hotels,3.0,289,"Gym, Free Parking",491.36,4,1996,1985,31.21,False,False,True,True
352,Hotel 352,Virginia Beach,Residence Inn,4.4,119,"Pool, Gym, Free WiFi",399.28,3,1980,1985,2.98,False,False,True,False
353,Hotel 353,San Francisco,Tribute Portfolio,3.6,260,"Business Center, Free WiFi",323.13,8,2010,1987,16.98,True,False,True,True
354,Hotel 354,Dallas,Element by Westin,1.7,207,"Gym, Free Parking",172.24,10,2010,2003,23.96,True,False,True,False
355,Hotel 355,Oklahoma City,The Luxury Collection,1.3,248,"Spa, Free Breakfast",121.54,9,2021,2001,8.25,True,False,True,True
356,Hotel 356,San Antonio,Delta Hotels,3.6,123,"Restaurant, Pool",228.02,5,2021,1998,49.25,False,True,False,False
357,Hotel 357,Memphis,Westin,1.1,282,"Business Center, Free WiFi",401.27,9,2013,2016,11.25,True,True,False,True
358,Hotel 358,Baltimore,Design Hotels,3.3,273,"Pool, Gym, Free WiFi",207.73,2,1988,1997,7.39,True,False,False,True
359,Hotel 359,Fresno,Longer Stays,4.8,275,"Spa, Free Breakfast",315.82,3,2001,2010,10.97,True,True,False,False
360,Hotel 360,Denver,Longer Stays,3.3,112,"Spa, Free Breakfast",391.18,7,1992,2016,38.68,False,True,True,True
361,Hotel 361,Charlotte,Design Hotels,2.6,205,"Spa, Free Breakfast",143.18,7,2004,2009,21.85,True,False,False,False
362,Hotel 362,Fresno,Sheraton,3.6,109,"Pool, Gym, Free WiFi",374.12,6,1997,2021,28.71,False,True,True,True
363,Hotel 363,Albuquerque,Moxy Hotels,2.8,128,"Spa, Free Breakfast",136.75,6,1991,2012,2.03,True,False,True,False
364,Hotel 364,New York,St. Regis,3.2,271,"Pool, Gym, Free WiFi",486.05,2,2019,1989,2.69,True,True,True,True
365,Hotel 365,Chicago,W Hotels,4.8,86,"Pool, Gym, Free WiFi",295.36,10,1996,2016,22.85,True,False,False,True
366,Hotel 366,Columbus,TownePlace Suites,2.5,270,"Restaurant, Pool",160.27,6,1994,1991,41.02,False,True,True,True
367,Hotel 367,Las Vegas,Premium,4.8,71,"Business Center, Free WiFi",236.95,4,2021,2009,44.38,True,True,False,False
368,Hotel 368,Nashville,JW Marriott,4.6,245,"Pool, Gym, Free WiFi",265.37,3,1994,2006,5.25,True,True,False,False
369,Hotel 369,Charlotte,The Ritz-Carlton,1.8,197,"Spa, Free Breakfast",403.27,2,1994,2018,27.38,False,False,False,False
370,Hotel 370,San Francisco,Delta Hotels,1.3,145,"Gym, Free Parking",397.37,1,2018,1988,45.75,False,True,False,False
371,Hotel 371,Memphis,TownePlace Suites,1.4,277,"Pool, Gym, Free WiFi",344.78,5,1992,2000,20.01,False,True,False,False
372,Hotel 372,Phoenix,Fairfield by Marriott,1.1,291,"Pool, Gym, Free WiFi",142.37,2,1996,1991,41.65,True,False,True,True
373,Hotel 373,Washington D.C.,Le Méridien,1.4,117,"Restaurant, Pool",160.63,2,2011,2008,7.55,False,False,True,True
374,Hotel 374,Fort Worth,Gaylord Hotels,3.7,268,"Pool, Gym, Free WiFi",137.5,7,1988,2012,46.83,True,True,False,True
375,Hotel 375,Houston,St. Regis,1.3,241,"Business Center, Free WiFi",330.87,8,2019,2022,37.82,False,True,True,True
376,Hotel 376,Boston,JW Marriott,2.3,66,"Spa, Free Breakfast",450.86,10,1999,1994,47.13,False,True,False,True
377,Hotel 377,San Jose,SpringHill Suites,4.4,61,"Gym, Free Parking",273.52,8,2005,1981,34.15,False,True,True,False
378,Hotel 378,Virginia Beach,AC Hotels,1.1,199,"Pool, Gym, Free WiFi",164.34,4,2006,2018,18.81,True,False,True,True
379,Hotel 379,Nashville,Element by Westin,4.3,194,"Spa, Free Breakfast",323.22,1,2000,1997,46.97,True,True,True,False
380,Hotel 380,Oklahoma City,Residence Inn,2.1,187,"Business Center, Free WiFi",424.7,7,1997,1982,14.5,True,True,True,True
381,Hotel 381,Memphis,Element by Westin,1.5,167,"Gym, Free Parking",396.68,1,1992,1986,17.28,True,False,True,False
382,Hotel 382,Columbus,Boutique,3.8,242,"Business Center, Free WiFi",452.58,4,1995,2022,35.34,True,True,True,False
383,Hotel 383,Columbus,Marriott Vacation Club,3.5,71,"Pool, Gym, Free WiFi",211.16,8,1988,1997,38.5,True,True,True,False
384,Hotel 384,New York,St. Regis,4.5,267,"Pool, Gym, Free WiFi",177.58,2,1991,2017,46.54,True,True,True,True
385,Hotel 385,San Francisco,The Luxury Collection,3.9,169,"Restaurant, Pool",451.93,6,2017,2016,11.04,True,False,True,True
386,Hotel 386,Memphis,Autograph Collection Hotels,4.2,259,"Restaurant, Pool",363.02,6,1998,2012,40.1,True,False,True,True
387,Hotel 387,Tucson,Tribute Portfolio,2.1,99,"Business Center, Free WiFi",224.37,9,1986,2010,37.19,False,True,True,True
388,Hotel 388,Milwaukee,Residence Inn,1.7,63,"Pool, Gym, Free WiFi",396.94,5,2014,1990,4.13,False,True,True,False
389,Hotel 389,Tucson,St. Regis,4.0,241,"Business Center, Free WiFi",426.05,10,1997,1983,19.97,True,False,True,False
390,Hotel 390,New York,Sheraton,4.2,224,"Business Center, Free WiFi",345.99,4,1995,1997,14.86,True,True,False,False
391,Hotel 391,Philadelphia,Residence Inn,5.0,78,"Restaurant, Pool",375.15,5,2018,1983,15.92,True,True,True,False
392,Hotel 392,San Francisco,Gaylord Hotels,2.7,253,"Business Center, Free WiFi",250.1,10,1983,2013,49.16,True,False,True,True
393,Hotel 393,Mesa,Residence Inn,2.5,213,"Business Center, Free WiFi",315.48,5,2004,2008,32.5,False,False,True,False
394,Hotel 394,Kansas City,St. Regis,4.1,276,"Spa, Free Breakfast",309.66,8,2011,2003,36.17,False,False,True,True
395,Hotel 395,Detroit,The Luxury Collection,2.4,229,"Pool, Gym, Free WiFi",439.22,10,2019,2001,48.85,True,True,True,False
396,Hotel 396,New York,Select,4.7,174,"Business Center, Free WiFi",435.99,8,1992,1981,19.48,False,True,True,False
397,Hotel 397,San Antonio,Marriott Executive Apartments,4.4,253,"Restaurant, Pool",433.07,2,1996,1985,40.29,False,True,False,False
398,Hotel 398,Jacksonville,Select,2.7,56,"Restaurant, Pool",104.41,7,2016,2021,22.29,True,True,False,True
399,Hotel 399,Kansas City,Delta Hotels,4.0,78,"Business Center, Free WiFi",399.82,8,1985,2004,43.61,True,False,False,True
400,Hotel 400,Tucson,Tribute Portfolio,4.0,188,"Restaurant, Pool",403.47,6,1998,2000,9.85,True,True,True,False
401,Hotel 401,Albuquerque,Gaylord Hotels,1.4,82,"Pool, Gym, Free WiFi",371.35,5,1992,1995,47.44,True,True,True,False
402,Hotel 402,Washington D.C.,AC Hotels,4.6,183,"Gym, Free Parking",402.51,9,2005,2010,11.72,False,False,True,False
403,Hotel 403,San Diego,Autograph Collection Hotels,3.0,160,"Pool, Gym, Free WiFi",436.79,3,1993,1993,16.98,True,False,False,True
404,Hotel 404,Oklahoma City,Longer Stays,4.3,128,"Pool, Gym, Free WiFi",288.13,10,2010,2018,38.05,False,True,True,True
405,Hotel 405,Houston,Gaylord Hotels,2.3,209,"Spa, Free Breakfast",300.82,4,1983,2007,20.29,True,False,True,True
406,Hotel 406,Memphis,TownePlace Suites,4.6,228,"Restaurant, Pool",149.89,9,2018,2011,30.8,False,False,False,False
407,Hotel 407,Chicago,SpringHill Suites,2.6,252,"Gym, Free Parking",254.15,6,1987,2007,22.78,True,True,False,True
408,Hotel 408,New York,Boutique,1.0,107,"Pool, Gym, Free WiFi",357.35,8,2004,1988,37.38,True,True,True,False
409,Hotel 409,Dallas,Design Hotels,4.6,264,"Business Center, Free WiFi",412.16,7,1992,2001,12.19,False,True,True,True
410,Hotel 410,Las Vegas,Westin,1.4,75,"Gym, Free Parking",186.88,2,2011,2011,3.86,False,True,True,False
411,Hotel 411,Nashville,Gaylord Hotels,2.3,275,"Gym, Free Parking",155.13,3,2017,1984,15.7,False,False,True,False
412,Hotel 412,Philadelphia,Marriott Vacation Club,4.8,223,"Pool, Gym, Free WiFi",365.22,1,2017,2002,24.24,True,False,False,True
413,Hotel 413,Charlotte,Boutique,4.8,275,"Business Center, Free WiFi",100.75,9,2007,1984,9.23,False,True,True,False
414,Hotel 414,Portland,W Hotels,3.3,78,"Pool, Gym, Free WiFi",171.35,7,2009,2021,18.39,False,True,True,False
415,Hotel 415,Sacramento,W Hotels,3.5,53,"Business Center, Free WiFi",111.63,1,1982,2011,20.6,False,False,False,False
416,Hotel 416,Charlotte,AC Hotels,2.8,258,"Business Center, Free WiFi",166.75,3,2007,1989,3.81,False,True,True,True
417,Hotel 417,Phoenix,Gaylord Hotels,2.2,148,"Spa, Free Breakfast",172.53,4,1982,2018,29.58,False,True,True,False
418,Hotel 418,New York,TownePlace Suites,2.3,190,"Restaurant, Pool",255.07,4,2013,1994,44.33,False,True,False,True
419,Hotel 419,San Diego,Marriott Executive Apartments,3.7,282,"Business Center, Free WiFi",260.93,5,1995,1986,8.44,False,True,False,True
420,Hotel 420,Oklahoma City,Autograph Collection Hotels,4.0,88,"Restaurant, Pool",449.7,3,2001,2008,30.29,False,False,True,False
421,Hotel 421,Las Vegas,Longer Stays,4.2,64,"Restaurant, Pool",304.04,3,2011,1982,33.57,False,True,False,True
